case,trial,warm_ratio,final_ratio,surrogate_ratio,queries,exceeds_requested_factor
rank_one_distractors,35,4.133736682554194,1.0,1.2927669771456867,27,False
rank_one_distractors,36,4.13645290340761,1.0,1.275045463392022,27,False
rank_one_distractors,37,4.139408323788655,1.0,1.2158322628623695,27,False
rank_one_distractors,38,4.132251643890626,1.0,1.3534931932516931,27,False
rank_one_distractors,39,4.116600170592272,1.0,1.3364223629166518,27,False
rank_one_distractors,40,4.139672309939781,1.0,1.2303370450429294,27,False
rank_one_distractors,41,4.105414511550925,1.0,1.5081176292271716,27,False
rank_one_distractors,42,4.10964999364286,1.0,1.2095755341289727,27,False
rank_one_distractors,43,4.111516966587589,1.0,1.2153211319358432,27,False
rank_one_distractors,44,4.117197350603347,1.0,1.415292995981729,27,False
rank_one_distractors,45,4.111941762498847,1.0,1.3178387520347639,27,False
rank_one_distractors,46,4.108275291264167,1.0,1.1753907638163261,27,False
rank_one_distractors,47,4.109912240561439,1.0,1.2969551288309253,27,False
rank_one_distractors,48,4.118589960186446,1.0,1.2745817232430554,27,False
rank_one_distractors,49,4.12915601218955,1.0,1.470398916703643,27,False
rank_one_distractors,50,4.133971131739549,1.0,1.240648930549887,27,False
rank_one_distractors,51,4.132621122734544,1.0,1.3034668569010415,27,False
rank_one_distractors,52,4.111941762498847,1.0,1.346274494094916,27,False
rank_one_distractors,53,4.102660588124563,1.0,1.4607559507251457,27,False
rank_one_distractors,54,4.105273057100752,1.0,1.3541003132898841,27,False
rank_one_distractors,55,4.116621459466084,1.0,1.3411498611920785,27,False
rank_one_distractors,56,4.125463195864943,1.0,1.3406044598994997,27,False
rank_one_distractors,57,4.128556416355411,1.0,1.3885445947480595,27,False
rank_one_distractors,58,4.125375243981457,1.0,1.3075990813471632,27,False
rank_one_distractors,59,4.116600170592272,1.0,1.3057926607792139,27,False
rank_one_distractors,60,4.1244249113456135,1.0,1.4162565106465232,27,False
rank_one_distractors,61,4.100679616419883,1.0,1.4658406407056235,27,False
rank_one_distractors,62,4.13645290340761,1.0,1.2219124684871123,27,False
rank_one_distractors,63,4.087102456886437,1.0,1.3432039342874604,27,False
rank_one_distractors,64,4.128920089002779,1.0,1.317058700069036,27,False
rank_one_distractors,65,4.127339109532664,1.0,1.34858656261369,27,False
rank_one_distractors,66,4.112741331821868,1.0,1.5408493151990155,27,False
rank_one_distractors,67,4.121477857779975,1.0,1.3251177867953905,27,False
rank_one_distractors,68,4.1279167866679805,1.0,1.8229774129087246,27,False
rank_one_distractors,69,4.121126567091705,1.0,1.2829237789332029,27,False
rank_one_distractors,70,4.100679616419883,1.0,1.48552663294788,27,False
rank_one_distractors,71,1.0,1.0,1.2621108736212734,27,False
rank_one_distractors,72,4.10880801345967,1.0,1.3836804829021765,27,False
rank_one_distractors,73,4.139280693388165,1.0,1.5555428806208618,27,False
rank_one_distractors,74,4.102660588124563,1.0,1.4138509678562454,27,False
rank_one_distractors,75,1.0,1.0,1.173473763405173,27,False
rank_one_distractors,76,4.12624052018836,1.0,1.2942809913203819,27,False
rank_one_distractors,77,1.0,1.0,1.2678795272300893,27,False
rank_one_distractors,78,1.0,1.0,1.2095485875301577,27,False
rank_one_distractors,79,4.134444865910792,1.0,1.4101535114266417,27,False
rank_one_distractors,80,4.106242013581592,1.0,1.4158119599017778,27,False
rank_one_distractors,81,4.133971131739549,1.0,1.3463052140921923,27,False
rank_one_distractors,82,4.1253056882885915,1.0,1.2743285233725974,27,False
rank_one_distractors,83,4.133971131739549,1.0,1.4567217025851396,27,False
rank_one_distractors,84,4.136534924935493,1.0,1.7262015177623131,27,False
rank_one_distractors,85,4.145141865835509,1.0,1.3412982444340407,27,False
rank_one_distractors,86,4.1242643935310985,1.0,1.4282965127080147,27,False
rank_one_distractors,87,4.121477857779975,1.0,1.4042343979330187,27,False
rank_one_distractors,88,4.122410589905745,1.0,1.311968588347078,27,False
rank_one_distractors,89,4.111422591407891,1.0,1.5457149670059303,27,False
rank_one_distractors,90,4.111941762498847,1.0,1.3047922230347726,27,False
rank_one_distractors,91,4.120064217565068,1.0,1.31352078221083,27,False
rank_one_distractors,92,1.0,1.0,1.298731973133248,27,False
rank_one_distractors,93,4.129721498600359,1.0,1.2385153487830665,27,False
rank_one_distractors,94,4.1342649602487995,1.0,1.4185416220931533,27,False
rank_one_distractors,95,4.132621122734544,1.0,1.444934670688868,27,False
rank_one_distractors,96,4.136534924935493,1.0,1.4031858289915085,27,False
rank_one_distractors,97,4.109912240561439,1.0,1.325738155309686,27,False
rank_one_distractors,98,1.0,1.0,1.2334390650974272,27,False
rank_one_distractors,99,4.106578840769038,1.0,1.2976164958661205,27,False
rank_one_distractors,100,4.113277662411369,1.0,1.5093605633266267,27,False
rank_one_distractors,101,4.106242013581592,1.0,1.2754982436771674,27,False
rank_one_distractors,102,4.115201564662595,1.0,1.4236404887514242,27,False
rank_one_distractors,103,4.106242013581592,1.0,1.3452506053892201,27,False
rank_one_distractors,104,4.126692531705331,1.0,1.5857743836628915,27,False
rank_one_distractors,105,4.129771938985706,1.0,1.2846993656299814,27,False
rank_one_distractors,106,4.1242643935310985,1.0,1.2931310129004983,27,False
rank_one_distractors,107,4.105273057100752,1.0,1.4686887801054815,27,False
rank_one_distractors,108,4.1641293001092565,1.0,1.7698338028001406,27,False
rank_one_distractors,109,4.105244247745352,1.0,1.493644161139434,27,False
rank_one_distractors,110,4.121184111427132,1.0,1.309894456269057,27,False
rank_one_distractors,111,4.158935006122567,1.0,1.3454404575602787,27,False
rank_one_distractors,112,4.110422730962543,1.0,1.3432354076405384,27,False
rank_one_distractors,113,4.129461024546911,1.0,1.2695185599518182,27,False
rank_one_distractors,114,4.100331975261241,1.0,1.4734017687271261,27,False
rank_one_distractors,115,4.128091923519889,1.0,1.3485079041992414,27,False
rank_one_distractors,116,4.139936042176112,1.0,1.46400317148259,27,False
rank_one_distractors,117,4.122410589905745,1.0,1.309651100936606,27,False
rank_one_distractors,118,4.139936042176112,1.0,1.5222164453994604,27,False
rank_one_distractors,119,4.117103021206498,1.0,1.3383986203114546,27,False
rank_one_distractors,120,4.133971131739549,1.0,1.3565745904219908,27,False
rank_one_distractors,121,4.133736682554194,1.0,1.3587043521253763,27,False
rank_one_distractors,122,4.125463195864943,1.0,1.351238863939272,27,False
rank_one_distractors,123,4.114399649166472,1.0,1.3361223984169648,27,False
rank_one_distractors,124,4.152232710410913,1.0,1.315807757073435,27,False
rank_one_distractors,125,4.145141865835509,1.0,1.2817972416665437,27,False
rank_one_distractors,126,4.137796988479691,1.0,1.36831667516871,27,False
rank_one_distractors,127,4.116600170592272,1.0,1.2893891099480188,27,False
rank_one_distractors,128,4.161742209687715,1.0,1.2959387856125393,27,False
rank_one_distractors,129,4.125406670764459,1.0,1.2815996108614633,27,False
rank_one_distractors,130,4.111941762498847,1.0,1.3291980482413392,27,False
rank_one_distractors,131,4.103295895925993,1.0,1.2709601106826462,27,False
rank_one_distractors,132,4.125406670764459,1.0,1.296265382276578,27,False
rank_one_distractors,133,4.123797987816169,1.0,1.3110098283129945,27,False
rank_one_distractors,134,4.117559899142003,1.0,1.3024400069958795,27,False
rank_one_distractors,135,4.115201564662595,1.0,1.5630135697008667,27,False
rank_one_distractors,136,4.117103021206498,1.0,1.3550500146145927,27,False
rank_one_distractors,137,4.127339109532664,1.0,1.300278718349879,27,False
rank_one_distractors,138,4.117103021206498,1.0,1.3601382659824421,27,False
rank_one_distractors,139,4.124625779128229,1.0,1.3059092473551752,27,False
rank_one_distractors,140,4.105414511550925,1.0,1.2336219106685853,27,False
rank_one_distractors,141,4.118589960186446,1.0,1.3722289995374182,27,False
rank_one_distractors,142,4.125375243981457,1.0,1.323159396131601,27,False
rank_one_distractors,143,4.108275291264167,1.0,1.5339919383237504,27,False
rank_one_distractors,144,1.0,1.0,1.3479227560239213,27,False
rank_one_distractors,145,1.0,1.0,1.2498617317574752,27,False
rank_one_distractors,146,4.128920089002779,1.0,1.675508445285677,27,False
rank_one_distractors,147,4.157463093989112,1.0,1.3044829979088428,27,False
rank_one_distractors,148,4.143410575178407,1.0,1.3684571754073764,27,False
rank_one_distractors,149,4.144831459541242,1.0,1.4266652763734067,27,False
rank_one_distractors,150,4.125406670764459,1.0,1.2357473903378058,27,False
rank_one_distractors,151,4.123269889455643,1.0,1.4623682600439711,27,False
rank_one_distractors,152,4.121477857779975,1.0,1.2975584952010615,27,False
rank_one_distractors,153,1.0,1.0,1.2449175866441764,27,False
rank_one_distractors,154,4.118589960186446,1.0,1.55497896006549,27,False
rank_one_distractors,155,4.112405300765578,1.0,1.5015547678525862,27,False
rank_one_distractors,156,4.115201564662595,1.0,1.2597066380855504,27,False
rank_one_distractors,157,4.09492496229427,1.0,1.3507716641654006,27,False
rank_one_distractors,158,4.108863120885044,1.0,1.3878624574218228,27,False
rank_one_distractors,159,1.0,1.0,1.3523324074409466,27,False
translated_rank_one_family,0,1.0,1.0,1.2230535423736393,35,False
translated_rank_one_family,1,1.0,1.0,1.106053213922964,35,False
translated_rank_one_family,2,1.0,1.0,1.188731974862343,35,False
translated_rank_one_family,3,1.0,1.0,1.0796131579749715,35,False
translated_rank_one_family,4,1.0,1.0,1.0881085811319284,35,False
translated_rank_one_family,5,1.0,1.0,1.235911103965729,35,False
translated_rank_one_family,6,1.0,1.0,1.0966343959376483,35,False
translated_rank_one_family,7,1.0,1.0,1.1465199006998494,35,False
translated_rank_one_family,8,1.0,1.0,1.1996447885438537,35,False
translated_rank_one_family,9,1.0,1.0,1.1231256966551406,35,False
translated_rank_one_family,10,1.0,1.0,1.1626703028689378,35,False
translated_rank_one_family,11,1.0,1.0,1.1657024577739037,35,False
translated_rank_one_family,12,1.0,1.0,1.0890709829015164,35,False
translated_rank_one_family,13,1.0,1.0,1.158952337251793,35,False
translated_rank_one_family,14,1.0,1.0,1.0930287882670866,35,False
translated_rank_one_family,15,1.0,1.0,1.1743529725531385,35,False
translated_rank_one_family,16,1.0,1.0,1.0928149822579236,35,False
translated_rank_one_family,17,1.0,1.0,1.1555371969592685,35,False
translated_rank_one_family,18,1.0,1.0,1.0760825153158249,35,False
translated_rank_one_family,19,1.0,1.0,1.2568594005398124,35,False
translated_rank_one_family,20,1.0,1.0,1.1637352762876623,35,False
translated_rank_one_family,21,1.0,1.0,1.177760118273985,35,False
translated_rank_one_family,22,1.0,1.0,1.1630507813785593,35,False
translated_rank_one_family,23,1.0,1.0,1.1546399383158465,35,False
translated_rank_one_family,24,1.0,1.0,1.2068341367121491,35,False
translated_rank_one_family,25,1.0,1.0,1.1304954741611455,35,False
translated_rank_one_family,26,1.0,1.0,1.2103021408347625,35,False
translated_rank_one_family,27,1.0,1.0,1.1863848766428857,35,False
translated_rank_one_family,28,1.0,1.0,1.2157806383225704,35,False
translated_rank_one_family,29,1.0,1.0,1.2239700449048863,35,False
translated_rank_one_family,30,1.0,1.0,1.1894843986927535,35,False
translated_rank_one_family,31,1.0,1.0,1.0925456869729016,35,False
translated_rank_one_family,32,1.0,1.0,1.1299680840413906,35,False
translated_rank_one_family,33,1.0,1.0,1.1500613683516558,35,False
translated_rank_one_family,34,1.0,1.0,1.1092266081718885,35,False
translated_rank_one_family,35,1.0,1.0,1.126096421130065,35,False
translated_rank_one_family,36,1.0,1.0,1.3765679907727564,35,False
translated_rank_one_family,37,1.0,1.0,1.0917571170759883,35,False
translated_rank_one_family,38,1.0,1.0,1.2221169658473081,35,False
translated_rank_one_family,39,1.0,1.0,1.18337773946163,35,False
translated_rank_one_family,40,1.0,1.0,1.1797487433970653,35,False
translated_rank_one_family,41,1.0,1.0,1.1364682641175976,35,False
translated_rank_one_family,42,1.0,1.0,1.1942521672618998,35,False
translated_rank_one_family,43,1.0,1.0,1.1872749581128232,35,False
translated_rank_one_family,44,1.0,1.0,1.1029963855772102,35,False
translated_rank_one_family,45,1.0,1.0,1.3395586114999076,35,False
translated_rank_one_family,46,1.0,1.0,1.1471490596280665,35,False
translated_rank_one_family,47,1.0,1.0,1.1682494160385508,35,False
translated_rank_one_family,48,1.0,1.0,1.057810674482309,35,False
translated_rank_one_family,49,1.0,1.0,1.2719816368925607,35,False
translated_rank_one_family,50,1.0,1.0,1.1207226310564917,35,False
translated_rank_one_family,51,1.0,1.0,1.1933185033631672,35,False
translated_rank_one_family,52,1.0,1.0,1.2058433884460487,35,False
translated_rank_one_family,53,1.0,1.0,1.1029182290068844,35,False
translated_rank_one_family,54,1.0,1.0,1.1216058114484497,35,False
translated_rank_one_family,55,1.0,1.0,1.151426903116082,35,False
translated_rank_one_family,56,1.0,1.0,1.082134619868729,35,False
translated_rank_one_family,57,1.0,1.0,1.219446600129962,35,False
translated_rank_one_family,58,1.0,1.0,1.1661923398647132,35,False
translated_rank_one_family,59,1.0,1.0,1.1460665966288444,35,False
translated_rank_one_family,60,1.0,1.0,1.1932319701412373,35,False
translated_rank_one_family,61,1.0,1.0,1.2050356736733188,35,False
translated_rank_one_family,62,1.0,1.0,1.098653543713801,35,False
translated_rank_one_family,63,1.0,1.0,1.135847913347183,35,False
translated_rank_one_family,64,1.0,1.0,1.1349656225841578,35,False
translated_rank_one_family,65,1.0,1.0,1.1347843128436546,35,False
translated_rank_one_family,66,1.0,1.0,1.1697700700477,35,False
translated_rank_one_family,67,1.0,1.0,1.0767376045973454,35,False
translated_rank_one_family,68,1.0,1.0,1.0756532775857293,35,False
translated_rank_one_family,69,1.0,1.0,1.1287746009840978,35,False
translated_rank_one_family,70,1.0,1.0,1.1094541805250802,35,False
translated_rank_one_family,71,1.0,1.0,1.2679830035960316,35,False
translated_rank_one_family,72,1.0,1.0,1.1638070438556385,35,False
translated_rank_one_family,73,1.0,1.0,1.151740077518062,35,False
translated_rank_one_family,74,1.0,1.0,1.1418107269329132,35,False
translated_rank_one_family,75,1.0,1.0,1.1023775042535333,35,False
translated_rank_one_family,76,1.0,1.0,1.0977438686385022,35,False
translated_rank_one_family,77,1.0,1.0,1.0950436373347028,35,False
translated_rank_one_family,78,1.0,1.0,1.1276597331748377,35,False
translated_rank_one_family,79,1.0,1.0,1.3000511607193295,35,False
translated_rank_one_family,80,1.0,1.0,1.0749449188722442,35,False
translated_rank_one_family,81,1.0,1.0,1.156434003997928,35,False
translated_rank_one_family,82,1.0,1.0,1.1965684756916983,35,False
translated_rank_one_family,83,1.0,1.0,1.2167225142792375,35,False
translated_rank_one_family,84,1.0,1.0,1.0774953801742881,35,False
translated_rank_one_family,85,1.0,1.0,1.1978763755461677,35,False
translated_rank_one_family,86,1.0,1.0,1.1454779239993367,35,False
translated_rank_one_family,87,1.0,1.0,1.0055427740912615,35,False
translated_rank_one_family,88,1.0,1.0,1.0804059086674604,35,False
translated_rank_one_family,89,1.0,1.0,1.2860214464799276,35,False
translated_rank_one_family,90,1.0,1.0,1.1405365700251793,35,False
translated_rank_one_family,91,1.0,1.0,1.1356714714691163,35,False
translated_rank_one_family,92,1.0,1.0,1.1361895597748792,35,False
translated_rank_one_family,93,1.0,1.0,1.1810858083623397,35,False
translated_rank_one_family,94,1.0,1.0,1.27965115800957,35,False
translated_rank_one_family,95,1.0,1.0,1.2012363467707703,35,False
translated_rank_one_family,96,1.0,1.0,1.170551893997578,35,False
translated_rank_one_family,97,1.0,1.0,1.132994597793671,35,False
translated_rank_one_family,98,1.0,1.0,1.1708956292309625,35,False
translated_rank_one_family,99,1.0,1.0,1.2437743542099866,35,False
translated_rank_one_family,100,1.0,1.0,1.1886822804545654,35,False
translated_rank_one_family,101,1.0,1.0,1.1665990624444404,35,False
translated_rank_one_family,102,1.0,1.0,1.1910593829896365,35,False
translated_rank_one_family,103,1.0,1.0,1.1325938973397247,35,False
translated_rank_one_family,104,1.0,1.0,1.2272206066361842,35,False
translated_rank_one_family,105,1.0,1.0,1.1334622783491384,35,False
translated_rank_one_family,106,1.0,1.0,1.224574616354536,35,False
translated_rank_one_family,107,1.0,1.0,1.1605107513114434,35,False
translated_rank_one_family,108,1.0,1.0,1.1419530056444598,35,False
translated_rank_one_family,109,1.0,1.0,1.1596694053971783,35,False
translated_rank_one_family,110,1.0,1.0,1.1060289887970538,35,False
translated_rank_one_family,111,1.0,1.0,1.0877911417931672,35,False
translated_rank_one_family,112,1.0,1.0,1.2003825980050913,35,False
translated_rank_one_family,113,1.0,1.0,1.1905237611758244,35,False
translated_rank_one_family,114,1.0,1.0,1.2086505746147973,35,False
translated_rank_one_family,115,1.0,1.0,1.203868314643725,35,False
translated_rank_one_family,116,1.0,1.0,1.2137362975672366,35,False
translated_rank_one_family,117,1.0,1.0,1.2747993993038877,35,False
translated_rank_one_family,118,1.0,1.0,1.064315591353109,35,False
translated_rank_one_family,119,1.0,1.0,1.127653539358177,35,False
translated_rank_one_family,120,1.0,1.0,1.0612924149723346,35,False
translated_rank_one_family,121,1.0,1.0,1.2286373880109007,35,False
translated_rank_one_family,122,1.0,1.0,1.2264893201024634,35,False
translated_rank_one_family,123,1.0,1.0,1.1860358711990204,35,False
translated_rank_one_family,124,1.0,1.0,1.1841839422943867,35,False
translated_rank_one_family,125,1.0,1.0,1.1836109852086973,35,False
translated_rank_one_family,126,1.0,1.0,1.1289943565035854,35,False
translated_rank_one_family,127,1.0,1.0,1.095298248724921,35,False
translated_rank_one_family,128,1.0,1.0,1.1183449731712714,35,False
translated_rank_one_family,129,1.0,1.0,1.114022293326894,35,False
translated_rank_one_family,130,1.0,1.0,1.3610185345725296,35,False
translated_rank_one_family,131,1.0,1.0,1.1588008965431222,35,False
translated_rank_one_family,132,1.0,1.0,1.1350885813934044,35,False
translated_rank_one_family,133,1.0,1.0,1.1104073944652972,35,False
translated_rank_one_family,134,1.0,1.0,1.1211186734637324,35,False
translated_rank_one_family,135,1.0,1.0,1.1732353244202496,35,False
translated_rank_one_family,136,1.0,1.0,1.1832690596997728,35,False
translated_rank_one_family,137,1.0,1.0,1.0960510383911577,35,False
translated_rank_one_family,138,1.0,1.0,1.152887230701182,35,False
translated_rank_one_family,139,1.0,1.0,1.1111147997202206,35,False
translated_rank_one_family,140,1.0,1.0,1.1390475542973315,35,False
translated_rank_one_family,141,1.0,1.0,1.20247369041043,35,False
translated_rank_one_family,142,1.0,1.0,1.130263846897196,35,False
translated_rank_one_family,143,1.0,1.0,1.1122816540506169,35,False
translated_rank_one_family,144,1.0,1.0,1.139825312555104,35,False
translated_rank_one_family,145,1.0,1.0,1.0512493827826357,35,False
translated_rank_one_family,146,1.0,1.0,1.1463657027844167,35,False
translated_rank_one_family,147,1.0,1.0,1.2493194105791792,35,False
translated_rank_one_family,148,1.0,1.0,1.0637931299317904,35,False
translated_rank_one_family,149,1.0,1.0,1.1543378703193163,35,False
translated_rank_one_family,150,1.0,1.0,1.1847609177333696,35,False
translated_rank_one_family,151,1.0,1.0,1.128549781573249,35,False
translated_rank_one_family,152,1.0,1.0,1.0979223197623345,35,False
translated_rank_one_family,153,1.0,1.0,1.1577262913951771,35,False
translated_rank_one_family,154,1.0,1.0,1.2666253694277636,35,False
translated_rank_one_family,155,1.0,1.0,1.1274807233717759,35,False
translated_rank_one_family,156,1.0,1.0,1.1749703949579628,35,False
translated_rank_one_family,157,1.0,1.0,1.149415728450034,35,False
translated_rank_one_family,158,1.0,1.0,1.1019617802821504,35,False
translated_rank_one_family,159,1.0,1.0,1.1539527518363706,35,False
dense_full_rank_family,0,1.0,1.0,1.1556971169965218,29,False
dense_full_rank_family,1,1.0,1.0,1.1553866688431618,29,False
dense_full_rank_family,2,1.0,1.0,1.194110870324601,29,False
dense_full_rank_family,3,1.0,1.0,1.1143245315599246,29,False
dense_full_rank_family,4,1.0,1.0,1.1924788375998574,29,False
dense_full_rank_family,5,1.0,1.0,1.172799875388912,29,False
dense_full_rank_family,6,1.0,1.0,1.3147615038288476,29,False
dense_full_rank_family,7,1.0,1.0,1.147052385026367,29,False
dense_full_rank_family,8,1.0,1.0,1.1318593302784892,29,False
dense_full_rank_family,9,1.0,1.0,1.1119809517097075,29,False
dense_full_rank_family,10,1.0,1.0,1.1114027314292372,29,False
dense_full_rank_family,11,1.0,1.0,1.158809862479421,29,False
dense_full_rank_family,12,1.0,1.0,1.1423057807272676,29,False
dense_full_rank_family,13,1.0,1.0,1.1955276451823682,29,False
dense_full_rank_family,14,1.0,1.0,1.2283739918388008,29,False
dense_full_rank_family,15,1.0,1.0,1.2438907774648722,29,False
dense_full_rank_family,16,1.0,1.0,1.2180523965005896,29,False
dense_full_rank_family,17,1.0,1.0,1.162083467551171,29,False
dense_full_rank_family,18,1.0,1.0,1.163372274456393,29,False
dense_full_rank_family,19,1.0,1.0,1.2331089855775819,29,False
dense_full_rank_family,20,1.0,1.0,1.1508900512202669,29,False
dense_full_rank_family,21,1.0,1.0,1.2034076794954875,29,False
dense_full_rank_family,22,1.0,1.0,1.1669584063583718,29,False
dense_full_rank_family,23,1.0,1.0,1.274701060593902,29,False
dense_full_rank_family,24,1.0,1.0,1.1914428884798658,29,False
dense_full_rank_family,25,1.0,1.0,1.1963526010447225,29,False
dense_full_rank_family,26,1.0,1.0,1.0986464685658999,29,False
dense_full_rank_family,27,1.0,1.0,1.2347517360024844,29,False
dense_full_rank_family,28,1.0,1.0,1.1219142420558326,29,False
dense_full_rank_family,29,1.0,1.0,1.1630354471722357,29,False
dense_full_rank_family,30,1.0,1.0,1.2172111381214197,29,False
dense_full_rank_family,31,1.0,1.0,1.190520515354067,29,False
dense_full_rank_family,32,1.0,1.0,1.345658929634545,29,False
dense_full_rank_family,33,1.0,1.0,1.3007441099228505,29,False
dense_full_rank_family,34,1.0,1.0,1.2412954941047187,29,False
dense_full_rank_family,35,1.0,1.0,1.186271838635691,29,False
dense_full_rank_family,36,1.0,1.0,1.1851413878343422,29,False
dense_full_rank_family,37,1.0,1.0,1.161506611521167,29,False
dense_full_rank_family,38,1.0,1.0,1.205522417693892,29,False
dense_full_rank_family,39,1.0,1.0,1.209812212274962,29,False
dense_full_rank_family,40,1.0,1.0,1.127309920644782,29,False
dense_full_rank_family,41,1.0,1.0,1.2126977842860285,29,False
dense_full_rank_family,42,1.0,1.0,1.2000675988964404,29,False
dense_full_rank_family,43,1.0,1.0,1.21691620190661,29,False
dense_full_rank_family,44,1.0,1.0,1.2931122441326712,29,False
dense_full_rank_family,45,1.0,1.0,1.2988195430408276,29,False
dense_full_rank_family,46,1.0,1.0,1.1783275761922627,29,False
dense_full_rank_family,47,1.0,1.0,1.2287185539914678,29,False
dense_full_rank_family,48,1.0,1.0,1.166928942822667,29,False
dense_full_rank_family,49,1.0,1.0,1.2016727358289074,29,False
dense_full_rank_family,50,1.0,1.0,1.235507976099217,29,False
dense_full_rank_family,51,1.0,1.0,1.1127627356394267,29,False
dense_full_rank_family,52,1.0,1.0,1.2154157810185675,29,False
dense_full_rank_family,53,1.0,1.0,1.3520979035654404,29,False
dense_full_rank_family,54,1.0,1.0,1.2020150602270765,29,False
dense_full_rank_family,55,1.0,1.0,1.218213693966849,29,False
dense_full_rank_family,56,1.0,1.0,1.3606722197525993,29,False
dense_full_rank_family,57,1.0,1.0,1.2414655021342988,29,False
dense_full_rank_family,58,1.0,1.0,1.222974669925258,29,False
dense_full_rank_family,59,1.0,1.0,1.314217905734432,29,False
dense_full_rank_family,60,1.0,1.0,1.354803950202614,29,False
dense_full_rank_family,61,1.0,1.0,1.2319752389534404,29,False
dense_full_rank_family,62,1.0,1.0,1.2676909331225565,29,False
dense_full_rank_family,63,1.0,1.0,1.2444625161494312,29,False
dense_full_rank_family,64,1.0,1.0,1.1526496149915013,29,False
dense_full_rank_family,65,1.0,1.0,1.105843803127311,29,False
dense_full_rank_family,66,1.0,1.0,1.1651171332509875,29,False
dense_full_rank_family,67,1.0,1.0,1.1918820635917315,29,False
dense_full_rank_family,68,1.0,1.0,1.13759381508233,29,False
dense_full_rank_family,69,1.0,1.0,1.4068213292227285,29,False
dense_full_rank_family,70,1.0,1.0,1.1422160614310894,29,False
dense_full_rank_family,71,1.0,1.0,1.1485207302278886,29,False
dense_full_rank_family,72,1.0,1.0,1.137326908883994,29,False
dense_full_rank_family,73,1.0,1.0,1.2657506650861532,29,False
dense_full_rank_family,74,1.0,1.0,1.2459641769636678,29,False
dense_full_rank_family,75,1.0,1.0,1.2963552111706915,29,False
dense_full_rank_family,76,1.0,1.0,1.103379573264504,29,False
dense_full_rank_family,77,1.0,1.0,1.1944840034193824,29,False
dense_full_rank_family,78,1.0,1.0,1.2913546323165985,29,False
dense_full_rank_family,79,1.0,1.0,1.111630874269453,29,False
dense_full_rank_family,80,1.0,1.0,1.3316901689574898,29,False
dense_full_rank_family,81,1.0,1.0,1.1518173708678983,29,False
dense_full_rank_family,82,1.0,1.0,1.1804817620274874,29,False
dense_full_rank_family,83,1.0,1.0,1.2130549542244453,29,False
dense_full_rank_family,84,1.0,1.0,1.2822976903046461,29,False
dense_full_rank_family,85,1.0,1.0,1.1572349123141203,29,False
dense_full_rank_family,86,1.0,1.0,1.1367522691066396,29,False
dense_full_rank_family,87,1.0,1.0,1.2622612785941045,29,False
dense_full_rank_family,88,1.0,1.0,1.1101645956640271,29,False
dense_full_rank_family,89,1.0,1.0,1.2831477584505409,29,False
dense_full_rank_family,90,1.0,1.0,1.1104513599016628,29,False
